game,score
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,0
9,1
10,0
11,0
12,0
13,1
14,0
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,0
25,1
26,0
27,0
28,0
29,0
30,1
31,0
32,0
33,1
34,0
35,0
36,0
37,1
38,0
39,1
40,2
41,0
42,2
43,1
44,0
45,1
46,0
47,0
48,0
49,1
50,0
51,0
52,0
53,2
54,0
55,0
56,1
57,0
58,1
59,0
60,0
61,1
62,0
63,2
64,0
65,0
66,1
67,0
68,0
69,1
70,0
71,0
72,0
73,1
74,0
75,4
76,1
77,0
78,2
79,0
80,1
81,0
82,0
83,1
84,0
85,0
86,2
87,1
88,0
89,1
90,1
91,0
92,2
93,0
94,0
95,0
96,1
97,1
98,1
99,2
100,1
101,0
102,1
103,0
104,2
105,0
106,1
107,2
108,0
109,1
110,0
111,1
112,0
113,1
114,1
115,1
116,0
117,0
118,2
119,0
120,0
121,0
122,0
123,1
124,0
125,2
126,2
127,1
128,1
129,0
130,1
131,0
132,0
133,2
134,0
135,1
136,3
137,0
138,2
139,1
140,4
141,0
142,1
143,3
144,0
145,3
146,2
147,0
148,1
149,2
150,2
151,2
152,1
153,0
154,1
155,1
156,2
157,4
158,3
159,2
160,3
161,2
162,1
163,2
164,1
165,5
166,3
167,1
168,1
169,7
170,0
171,0
172,2
173,2
174,1
175,6
176,2
177,1
178,4
179,8
180,2
181,1
182,2
183,2
184,4
185,3
186,0
187,0
188,0
189,5
190,3
191,2
192,6
193,3
194,11
195,1
196,0
197,5
198,11
199,2
200,6
201,2
202,2
203,1
204,3
205,5
206,4
207,3
208,2
209,0
210,3
211,6
212,8
213,3
214,2
215,15
216,6
217,7
218,7
219,1
220,3
221,13
222,12
223,6
224,1
225,10
226,0
227,6
228,3
229,0
230,1
231,1
232,17
233,1
234,8
235,4
236,10
237,9
238,1
239,11
240,1
241,15
242,6
243,5
244,14
245,8
246,6
247,10
248,7
249,4
250,11
251,9
252,16
253,3
254,2
255,11
256,11
257,5
258,2
259,6
260,16
261,1
262,3
263,0
264,11
265,4
266,9
267,17
268,5
269,2
270,10
271,6
272,4
273,5
274,3
275,8
276,3
277,14
278,10
279,13
280,19
