game,score
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,2
21,0
22,0
23,0
24,1
25,1
26,0
27,0
28,3
29,0
30,1
31,1
32,1
33,0
34,0
35,1
36,0
37,0
38,1
39,2
40,0
41,0
42,1
43,1
44,1
45,1
46,0
47,1
48,0
49,2
50,1
51,7
52,0
53,1
54,0
55,1
56,0
57,1
58,1
59,2
60,0
61,2
62,4
63,2
64,0
65,4
66,3
67,6
68,2
69,2
70,0
71,0
72,3
73,4
74,4
75,9
76,0
77,1
78,1
79,4
80,5
81,10
82,1
83,13
84,13
85,12
86,3
87,3
88,11
89,12
90,4
91,5
92,9
93,7
94,3
95,6
96,7
97,7
98,7
99,19
100,3
101,12
102,7
103,0
104,15
105,14
106,13
107,5
108,10
109,2
110,3
111,14
112,17
113,8
114,7
115,19
116,1
117,3
118,1
119,5
120,17
121,9
122,7
123,9
124,2
125,12
126,14
127,6
128,12
129,4
130,8
131,7
132,26
133,10
134,5
135,18
136,7
137,0
138,6
139,15
140,4
141,0
142,12
143,8
144,11
145,12
146,17
147,12
148,12
149,16
150,22
151,3
152,10
153,9
154,24
155,18
156,22
157,23
158,1
159,10
160,20
161,13
162,15
163,8
164,13
165,15
166,28
167,22
168,13
169,21
170,21
171,13
172,29
173,15
174,26
175,22
176,14
177,18
178,18
179,12
180,23
181,15
182,8
183,23
184,19
185,12
186,12
187,23
188,19
189,3
190,12
191,11
192,12
193,16
194,14
195,25
196,24
197,14
198,21
199,7
200,14
201,10
202,9
203,11
204,26
205,23
206,16
207,9
208,2
209,4
210,17
211,10
212,20
213,8
214,19
215,23
216,6
217,12
218,4
219,19
220,6
221,18
222,9
223,7
224,18
225,21
226,11
227,25
228,11
229,11
230,12
231,11
232,12
233,14
234,25
235,12
236,17
237,18
238,7
239,22
240,11
241,9
242,14
243,9
244,17
245,23
246,8
247,12
248,0
249,6
250,24
251,8
252,6
253,12
254,21
255,7
256,16
257,9
258,17
259,17
260,18
261,15
262,26
263,22
264,20
265,24
266,11
267,9
268,16
269,15
270,6
271,9
272,3
273,13
274,12
275,10
276,12
277,17
278,12
279,23
280,15
281,17
282,7
283,19
284,13
285,4
286,13
287,18
288,19
289,15
290,15
291,2
292,6
293,13
294,16
295,18
296,21
297,15
298,15
299,15
300,9
301,12
302,17
303,21
304,10
305,12
306,18
307,6
308,22
309,18
310,14
311,10
312,14
313,22
314,8
315,16
316,10
317,9
318,14
319,23
320,26
321,4
322,9
323,12
324,20
325,13
326,5
327,17
328,26
329,13
330,15
331,11
332,19
333,16
334,21
335,19
336,12
337,8
338,13
339,10
340,13
341,17
342,19
343,23
344,11
345,8
346,2
347,11
348,12
349,9
350,18
351,19
352,12
353,7
354,9
355,21
356,26
357,16
358,13
359,8
360,7
361,22
362,16
363,12
364,7
365,15
366,11
367,12
368,13
369,17
370,5
371,6
372,12
373,23
374,7
375,18
376,10
377,5
378,21
379,16
380,12
381,9
382,7
383,14
384,23
385,21
386,2
387,8
388,7
389,7
390,12
391,11
392,12
393,20
394,15
395,15
396,7
397,19
398,17
399,16
400,8
401,16
402,4
403,19
404,5
405,9
406,17
407,16
408,4
409,19
410,18
411,11
412,15
413,18
414,7
415,11
416,13
417,14
418,1
419,19
420,11
421,23
422,10
423,11
424,0
425,16
426,17
427,14
428,9
429,12
430,9
431,13
432,10
433,7
434,7
435,2
436,12
437,8
438,14
439,12
440,16
441,16
442,14
443,17
444,22
445,11
446,27
447,19
448,9
449,12
450,14
451,15
452,1
453,15
454,22
455,7
456,22
457,7
458,8
459,14
460,8
461,11
462,14
463,0
464,14
465,15
466,22
467,18
468,7
469,10
470,11
471,16
472,13
473,17
474,21
475,17
476,21
477,11
478,18
479,15
480,9
481,7
482,16
483,29
484,19
485,9
486,18
487,28
488,12
489,12
490,18
491,15
492,11
493,8
494,20
495,20
496,15
497,20
498,14
499,11
500,4
