game,score
1,0
2,1
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,1
35,0
36,1
37,0
38,0
39,1
40,1
41,1
42,0
43,3
44,0
45,0
46,2
47,0
48,0
49,0
50,2
51,1
52,1
53,2
54,3
55,0
56,0
57,2
58,0
59,1
60,4
61,3
62,0
63,3
64,0
65,3
66,1
67,0
68,0
69,4
70,15
71,5
72,3
73,4
74,5
75,6
76,5
77,5
78,5
79,2
80,4
81,23
82,7
83,0
84,0
85,4
86,0
87,4
88,6
89,2
90,0
91,10
92,1
93,7
94,18
95,2
96,2
97,17
98,8
99,17
100,9
101,11
102,11
103,3
104,2
105,0
106,11
107,20
108,9
109,10
110,14
111,3
112,11
113,9
114,8
115,6
116,0
117,15
118,6
119,1
120,9
121,12
122,4
123,2
124,15
125,11
126,21
127,11
128,16
129,18
130,14
131,9
132,18
133,14
134,11
135,17
136,11
137,7
138,21
139,19
140,14
141,20
142,15
143,9
144,14
145,6
146,22
147,12
148,5
149,20
150,13
151,21
152,13
153,21
154,16
155,15
156,13
157,19
158,16
159,15
160,19
161,27
162,22
163,12
164,16
165,18
166,11
167,17
168,9
169,5
170,16
171,21
172,14
173,14
174,16
175,23
176,5
177,15
178,14
179,8
180,7
181,16
182,11
183,17
184,8
185,14
186,3
187,25
188,8
189,16
190,12
191,33
192,12
193,26
194,23
195,23
196,18
197,12
198,5
199,23
200,9
