game,score
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,1
21,0
22,0
23,1
24,0
25,1
26,0
27,0
28,3
29,0
30,0
31,1
32,1
33,1
34,0
35,0
36,1
37,0
38,0
39,0
40,0
41,1
42,2
43,1
44,0
45,1
46,2
47,2
48,1
49,1
50,0
51,1
52,0
53,0
54,0
55,0
56,2
57,2
58,2
59,2
60,3
61,4
62,1
63,2
64,1
65,2
66,0
67,0
68,0
69,0
70,2
71,0
72,0
73,0
74,0
75,0
76,0
77,2
78,0
79,2
80,3
81,0
82,0
83,0
84,6
85,2
86,1
87,4
88,4
89,0
90,1
91,1
92,6
93,1
94,8
95,1
96,17
97,11
98,8
99,0
100,0
101,13
102,11
103,7
104,15
105,8
106,15
107,14
108,4
109,25
110,19
111,4
112,17
113,19
114,20
115,5
116,17
117,11
118,11
119,11
120,24
121,9
122,20
123,13
124,11
125,12
126,15
127,11
128,9
129,10
130,2
131,16
132,11
133,6
134,12
135,14
136,10
137,12
138,9
139,16
140,9
141,12
142,6
143,9
144,22
145,11
146,10
147,12
148,8
149,19
150,14
151,13
152,17
153,15
154,23
155,20
156,17
157,18
158,14
159,31
160,19
161,10
162,8
163,25
164,10
165,19
166,10
167,26
168,22
169,20
170,26
171,18
172,23
173,9
174,12
175,15
176,11
177,15
178,12
179,12
180,17
181,18
182,17
183,21
184,18
185,9
186,18
187,16
188,14
189,18
190,17
191,13
192,18
193,27
194,20
195,25
196,16
197,18
198,13
199,15
200,13
