game,score
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,1
18,1
19,0
20,1
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,0
30,1
31,0
32,0
33,2
34,1
35,0
36,0
37,1
38,0
39,1
40,0
41,0
42,1
43,1
44,0
45,0
46,2
47,0
48,2
49,2
50,0
51,1
52,2
53,2
54,3
55,1
56,1
57,1
58,2
59,0
60,3
61,4
62,8
63,0
64,2
65,2
66,4
67,7
68,2
69,8
70,9
71,0
72,1
73,7
74,12
75,4
76,5
77,5
78,8
79,2
80,8
81,2
82,0
83,7
84,4
85,17
86,3
87,18
88,10
89,1
90,10
91,3
92,20
93,14
94,0
95,9
96,13
97,11
98,5
99,16
100,12
101,15
102,15
103,11
104,11
105,1
106,1
107,17
108,12
109,10
110,7
111,20
112,17
113,7
114,10
115,22
116,10
117,14
118,17
119,11
120,11
121,17
122,19
123,23
124,20
125,19
126,15
127,21
128,9
129,9
130,2
131,24
132,0
133,11
134,10
135,12
136,7
137,6
138,14
139,13
140,9
141,16
142,2
143,8
144,17
145,13
146,13
147,18
148,6
149,15
150,10
151,6
152,19
153,18
154,10
155,13
156,26
157,10
158,18
159,24
160,18
161,8
162,4
163,13
164,18
165,13
166,14
167,12
168,12
169,10
170,15
171,11
172,8
173,8
174,13
175,15
176,8
177,12
178,13
179,7
180,12
181,7
182,10
183,17
184,10
185,2
186,14
187,14
188,26
189,16
190,14
191,14
192,9
193,8
194,17
195,1
196,18
197,12
198,12
199,19
200,15
201,6
202,10
203,18
204,15
205,17
206,23
207,18
208,19
209,8
210,7
211,9
212,15
213,21
214,7
215,18
216,6
217,16
218,9
219,9
220,0
221,11
222,24
223,4
224,21
225,13
226,21
227,11
228,9
229,22
230,12
231,16
232,21
233,18
234,15
235,22
236,22
237,9
238,10
239,14
240,21
241,9
242,20
243,11
244,14
245,9
246,26
247,19
248,8
249,14
250,2
251,20
252,10
253,21
254,13
255,6
256,14
257,28
258,8
259,25
260,13
261,21
262,28
263,6
264,5
265,3
266,7
267,25
268,6
269,17
270,13
271,9
272,3
273,14
274,21
275,10
276,12
277,6
278,9
279,9
280,4
