game,score
1,0
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,1
24,0
25,1
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,1
40,0
41,0
42,0
43,0
44,1
45,1
46,0
47,0
48,0
49,2
50,1
51,0
52,0
53,1
54,1
55,0
56,1
57,1
58,0
59,0
60,0
61,2
62,2
63,1
64,0
65,0
66,2
67,0
68,0
69,0
70,0
71,4
72,0
73,0
74,1
75,0
76,0
77,0
78,1
79,1
80,0
81,5
82,1
83,0
84,1
85,0
86,0
87,1
88,0
89,1
90,1
91,0
92,1
93,0
94,0
95,1
96,0
97,1
98,0
99,0
100,1
101,1
102,0
103,1
104,0
105,1
106,0
107,0
108,0
109,0
110,2
111,0
112,0
113,1
114,1
115,1
116,0
117,5
118,0
119,0
120,3
121,3
122,1
123,0
124,1
125,0
126,1
127,0
128,0
129,0
130,0
131,1
132,0
133,6
134,0
135,3
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,4
144,1
145,1
146,0
147,1
148,0
149,1
150,4
151,0
152,2
153,1
154,0
155,1
156,1
157,10
158,0
159,6
160,0
161,1
162,2
163,2
164,1
165,5
166,0
167,5
168,0
169,2
170,0
171,0
172,4
173,12
174,3
175,8
176,0
177,4
178,1
179,0
180,4
181,1
182,0
183,2
184,4
185,2
186,7
187,6
188,5
189,0
190,2
191,11
192,6
193,18
194,3
195,0
196,6
197,4
198,5
199,1
200,11
201,2
202,10
203,4
204,16
205,5
206,12
207,5
208,0
209,12
210,17
211,16
212,7
213,3
214,19
215,9
216,4
217,20
218,9
219,14
220,10
221,14
222,13
223,7
224,3
225,15
226,2
227,25
228,10
229,21
230,7
231,23
232,18
233,5
234,19
235,27
236,10
237,7
238,18
239,4
240,7
241,18
242,16
243,16
244,20
245,21
246,6
247,13
248,2
249,4
250,12
251,7
252,13
253,17
254,12
255,16
256,8
257,6
258,24
259,17
260,19
261,17
262,15
263,25
264,11
265,18
266,7
267,29
268,9
269,6
270,16
271,6
272,11
273,2
274,12
275,16
276,14
277,11
278,12
279,9
280,15
281,7
282,12
283,12
284,14
285,12
286,5
287,18
288,7
289,8
290,16
291,17
292,19
293,28
294,3
295,23
296,9
297,12
298,6
299,22
300,11
301,18
302,8
303,11
304,7
305,10
306,25
307,23
308,1
309,25
310,15
311,11
312,25
313,11
314,7
315,11
316,18
317,13
318,20
319,12
320,4
321,9
322,4
323,11
324,18
325,18
326,5
327,14
328,7
329,15
330,14
331,12
332,19
333,12
334,12
335,14
336,6
337,19
338,9
339,18
340,11
341,14
342,28
343,22
344,3
345,10
346,5
347,15
348,10
349,9
350,12
351,13
352,1
353,16
354,21
355,1
356,20
357,28
358,8
359,11
360,12
361,26
362,26
363,25
364,10
365,15
366,15
367,5
368,10
369,21
370,18
371,15
372,18
373,13
374,14
375,14
376,7
377,17
378,18
379,10
380,13
381,9
382,7
383,7
384,18
385,20
386,11
387,18
388,9
389,8
390,11
391,3
392,18
393,9
394,28
395,4
396,20
397,13
398,3
399,15
400,9
401,20
402,15
403,23
404,19
405,13
406,6
407,22
408,12
409,18
410,16
411,10
412,4
413,11
414,7
415,24
416,17
417,6
418,15
419,22
420,10
421,8
422,19
423,18
424,13
425,9
426,21
427,24
428,9
429,8
430,17
431,20
432,18
433,15
434,15
435,20
436,10
437,8
438,12
439,23
440,20
441,21
442,11
443,11
444,11
445,5
446,6
447,17
448,19
449,11
450,15
451,11
452,15
453,13
454,20
455,13
456,21
457,16
458,14
459,19
460,6
461,12
462,18
463,11
464,2
465,12
466,12
467,19
468,22
469,18
470,10
471,8
472,9
473,12
474,10
475,8
476,16
477,22
478,11
479,20
480,16
481,15
482,9
483,11
484,18
485,5
486,5
487,11
488,13
489,18
490,20
491,13
492,16
493,11
494,10
495,18
496,11
497,15
498,10
499,9
500,19
