game,score
1,0
2,1
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,1
23,0
24,0
25,1
26,1
27,1
28,0
29,0
30,0
31,0
32,1
33,5
34,0
35,0
36,0
37,3
38,0
39,1
40,0
41,0
42,1
43,1
44,0
45,0
46,0
47,1
48,0
49,0
50,0
51,1
52,1
53,1
54,3
55,3
56,2
57,3
58,1
59,0
60,2
61,1
62,1
63,1
64,0
65,1
66,2
67,2
68,0
69,0
70,0
71,0
72,1
73,0
74,3
75,2
76,0
77,0
78,1
79,3
80,10
81,12
82,4
83,3
84,17
85,4
86,3
87,5
88,17
89,13
90,0
91,6
92,9
93,13
94,0
95,2
96,15
97,4
98,5
99,2
100,1
101,5
102,6
103,2
104,18
105,5
106,18
107,16
108,7
109,9
110,12
111,14
112,16
113,7
114,13
115,19
116,14
117,22
118,19
119,16
120,15
121,17
122,14
123,12
124,18
125,24
126,9
127,11
128,13
129,19
130,3
131,6
132,6
133,13
134,21
135,15
136,7
137,30
138,20
139,22
140,10
141,26
142,22
143,20
144,24
145,23
146,15
147,23
148,22
149,21
150,5
151,9
152,8
153,16
154,16
155,19
156,16
157,14
158,18
159,17
160,10
161,17
162,13
163,21
164,16
165,13
166,18
167,16
168,11
169,21
170,21
171,10
172,11
173,13
174,19
175,13
176,19
177,13
178,18
179,18
180,13
181,13
182,19
183,5
184,22
185,18
186,11
187,20
188,16
189,17
190,28
191,18
192,10
193,17
194,18
195,20
196,4
197,22
198,16
199,23
200,28
